6,Topic,Type,Question,GT,gpt5-0807-m1,gpt5-0807-m2,gpt5-0807-m3,gpt-5.1-1113-m1,gpt-5.1-1113-m2,gpt-5.1-1113-m3,gpt-5.2-1211-m1,gpt-5.2-1211-m2,gpt-5.2-1211-m3,gpt-5-mini-0807-m1,gpt-5-mini-0807-m2,gpt-5-mini-0807-m3,o4-mini-m1,o4-mini-m2,o4-mini-m3,gemini-3.1-pro-m1,gemini-3.1-pro-m2,gemini-3.1-pro-m3,ds-r1-0528-v1,ds-r1-0528-v2,ds-r1-0528-v3,oss20b (L) v1,oss20b (L) v2,oss20b (L) v3,oss20b (M) v1,oss20b (M) v2,oss20b (M) v3,oss20b (H) v1,oss20b (H) v2,oss20b (H) v3,oss120b (L) v1,oss120b (L) v2,oss120b (L) v3,oss120b (M) v1,oss120b (M) v2,oss120b (M) v3,oss120b (H) v1,oss120b (H) v2,oss120b (H) v3,qwen3.5 35B v1,qwen3.5 35B v2,qwen3.5 35B v3,qwen3.5 9B v1,qwen3.5 9B v2,qwen3.5 9B v3,qwen3.5 27B v1,qwen3.5 27B v2,qwen3.5 27B v3
119.0,Retinal Diseases,Diagnosis,"A 65-year-old male presented with progressive visual decline in the right eye over 3 years and complete vision loss for 2 months, without ocular redness or pain. No family history of infectious or hereditary diseases, and no systemic discomfort. Ocular examination: Right eye visual acuity Hand Motion (HM)/20cm. Clear cornea, normal anterior chamber, significant lens opacification, and non-visualization of fundus details. Ultrasonography revealed vitreous opacities with anterior intraocular connecting hyperechoic bands. Dilated fundus examination showed extreme blurring. Post-cataract surgery fundus examination revealed superior retinal detachment with a horseshoe-shaped tear. After scleral cryotherapy, subretinal fluid drainage, and scleral buckling, visual acuity improved to 0.5 with flat retinal attachment.

[Multiple Choice Question] Clinical Note: Eight months postoperatively, the patient developed recurrent visual decline (VA 0.1). B-scan shows flat retina. Which condition is most likely responsible?

A. Vitreous opacities  
B. Optic neuropathy  
C. Corneal decompensation  
D. Organized pupillary membrane formation  
E. Retinal re-detachment  
F. Intraocular lens (IOL) displacement  
G. Posterior capsular opacification  
H. Retinitis  ",G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,A,A,G,G,G,G
120.0,Anterior Segment Diseases,Management,"A 65-year-old male presents with progressive vision loss in the right eye over three years and complete vision loss for two months, without redness or pain. He reports no family history of infectious or hereditary diseases and no systemic complaints.  
**Examination findings:**  
- Right eye visual acuity: Hand motion at 20 cm.  
- Right cornea: Clear.  
- Anterior chamber: Normal.  
- Lens: Significant opacification (cataract).  
- Fundus: Not visible.  
**Ultrasound findings:** Vitreous opacity and a connected hyperechoic band in the anterior ocular wall. Dilated fundus examination reveals extreme blurring.  
**Post-cataract surgery:** Fundus examination identifies superior retinal detachment with a horseshoe-shaped tear. After scleral cryotherapy, subretinal fluid drainage, and scleral buckling, vision improves to 0.5, with flat retina on fundoscopy.  
**Eight months later:** Vision declines to 0.1. B-scan confirms flat retina.  
**Post-YAG laser posterior capsulotomy (right eye):** Vision improves again to 0.5.  
**[Multiple-Choice Question]**  
Which of the following management approaches is **inappropriate**?  
A. Encourage the patient to engage in more physical activities to reduce posterior synechiae.  
B. Mandate strict bed rest for one month postoperatively.  
C. Administer high-dose antibiotics after laser surgery.  
D. Prescribe oral indomethacin for postoperative pain.  
E. Use intraocular pressure-lowering medications appropriately.  
F. Perform frequent physical therapy to prevent posterior capsular opacification (PCO).  
G. Recommend excessive Chinese herbal supplements for systemic ""tonification.""  
H. Allow participation in strenuous activities.  
",ABCFGH,ABCFGH,ABCFGH,ABCFGH,ABCFG H,ABCFG H,ABCFG H,ABCFGH,ABCFGH,ABCFGH,ABCFGH,ABCFGH,ABCFGH,ABCDFGH,ABCFGH,ABCFGH,ABCFGH,ABCFGH,ABCFGH,ABCFGH,ABCFGH,ABCFGH,ABCFGH,ABCDFGH,ABCDEFGH,ABCDFGH,ABCDFGH,ABCDFGH,ABCDFGH,ABCDFGH,ABCDFGH,ABCFGH,ABCFG,ABCFGH,ABCFGH,ABCFGH,ABCFGH,ABCFGH,ABCDFGH,ABCFGH,ABCDFGH,ABCDFGH,ABCDFGH,ABCFGH,ABCFGH,ABCFGH,ABCDFGH,ABCDFGH,ABCDFGH
121.0,Retinal Diseases,Management,"A 65-year-old male presents with progressive vision decline in the right eye over three years and complete vision loss for two months, without redness or pain. No family history of infectious or hereditary diseases, and no systemic discomfort. Examination reveals right eye visual acuity of hand motion at 20 cm. The right cornea is clear, anterior chamber appears normal, the lens shows significant opacity, and the fundus is not visible. Ultrasound demonstrates vitreous opacities and an adherent hyperechoic band in the anterior ocular wall. Dilated fundus examination reveals extreme blurring. Post-cataract surgery, fundus examination identifies superior retinal detachment with a horseshoe-shaped tear. After scleral cryopexy, subretinal fluid drainage, and scleral buckling, vision improves to 0.5, with flat retina on fundus exam. Eight months later, vision declines to 0.1, but B-scan shows a flat retina. Following YAG laser posterior capsulotomy, vision recovers to 0.5.

[Multiple Choice Question]  
**Clues:** During postoperative follow-up, dry retinal tears are observed in the superior peripheral retina. Which management is most appropriate?  

A. Perform immediate retinotomy  
B. Administer high-dose corticosteroids  
C. Monitor the patient without intervention  
D. Prescribe antibiotics  
E. Apply laser photocoagulation around the tear margins (2-3 rows)  
F. Perform scleral cryotherapy  
G. Increase vitamin supplementation  
H. Administer oral herbal medicine  
",E,E,EF,E,E,E,E,E,E,E,EF,EF,EF,E,E,E,EF,EF,EF,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
122.0,Retinal Diseases,Management,"A 65-year-old male presents with progressive vision decline in the right eye over three years and complete vision loss for two months, without redness or pain. No family history of infectious or hereditary diseases. Systemic review unremarkable.  
**Right eye examination:**  
- Visual acuity: Hand motion/20 cm  
- Clear cornea, normal anterior chamber  
- Significant lens opacity, fundus not visualized.  
**Ultrasound findings:** Vitreous opacities with adjacent hyperreflective bands in the anterior ocular wall. Dilated fundus examination reveals extreme blurring.  
**Post-cataract surgery findings:** Superior retinal detachment with a horseshoe-shaped tear.  
**Management:** Scleral cryotherapy, subretinal fluid drainage, and episcleral buckling performed. Postoperative visual acuity improved to 0.5; fundus shows flat retina.  
**8 months later:** Vision declines to 0.1, but B-scan confirms flat retina. After YAG laser posterior capsulotomy, vision improves to 0.5. Subsequent review identifies a dry retinal hole in the superior peripheral retina.  

**[Multiple-choice Question]**  
**Clues:** After retinal laser photocoagulation, no retinal detachment is observed. Which of the following measures are **UNNECESSARY** post-laser photocoagulation?  
A. Advise regular follow-up fundus examinations.  
B. Recommend vitamin supplements.  
C. Prescribe oral anti-inflammatory/analgesic medications for postoperative pain.  
D. Administer long-term antibiotics to prevent infection.  
E. Encourage increased fluid intake.  
F. Advise adequate rest.  
G. Recommend strenuous physical labor.  
H. Instruct prone positioning for prolonged periods.  

",CDEGH,BDEGH,BDEGH,BDEGH,BDEGH,BDEGH,BDEGH,BCDEGH,BCDEGH,BCDEGH,BCDEGH,BCDEGH,BCDEGH,BCDEGH,BCDEGH,BCDEGH,BCDEGH,BCEGH,BCEGH,BCEGH,BCGH,BDEGH,BCDEGH,BCDEGH,BCDEGH,CDGH,BCDEFGH,CDGH,BCDEFGH,BCDEGH,BCDEGH,BCDEFGH,BDEGH,BDEGH,BCDEGH,BCDEFGH,BCDEFGH,BDEGH,BDEGH,BCDEFGH,CDH,CDH,CDH,DGH,DG,DG,DGH,DGH,BDGH
123.0,Refractive Disorders/Strabismus,Diagnosis,"A 6-year-old child presented with poor vision in both eyes noted by the parents. Examination revealed visual acuity of 0.1 in both eyes. No significant abnormalities were observed in the anterior segments of either eye. The lenses and vitreous were clear. Fundus examination with +8D showed hyperemic optic discs with mild elevation (approximately 1D), slightly indistinct nasal borders, and a cup-to-disc ratio (C/D) of 0.2. Retinal vessels exhibited normal course, with no hemorrhages or exudates. Fluorescein fundus angiography (FFA) revealed no fluorescein leakage from the optic discs or retina.

[Multiple-choice Question]  
**The preliminary diagnosis for this child is:**  
A. Hyperopia, papillitis  
B. Myopia, optic neuritis  
C. Hyperopia, papilledema  
D. Hyperopia, pseudo-papilledema  
E. Hyperopia, optic disc vasculitis  ",D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
124.0,Refractive Disorders/Strabismus,Management,"A 6-year-old child presented with parental concerns of poor vision in both eyes. Examination revealed binocular visual acuity of 0.1. No significant abnormalities were observed in the anterior segments of either eye. The lenses and vitreous were clear. Fundus examination with +8D lens showed hyperemic optic discs with mild elevation (approximately 1 diopter), poorly defined nasal borders, and a cup-to-disc ratio (C/D) of 0.2. Retinal vessels followed normal courses, with no hemorrhages or exudates detected. Fluorescein fundus angiography (FFA) revealed no fluorescein leakage from the optic discs or retina.  

**[Multiple Choice Question]**  
**What management should be adopted for this child?**  
()  
A. Atropine cycloplegic refraction  
B. Mydrin-P (Tropicamide) cycloplegic refraction  
C. High-dose corticosteroid pulse therapy  
D. Follow-up observation  
E. All of the above  ",A,A,AD,AD,AD,AD,AD,AD,AD,AD,AD,AD,AD,AD,AD,AD,A,A,A,A,A,A,A,AB,AD,A,A,A,AB,A,A,D,D,D,AD,A,A,D,D,D,A,A,A,A,D,A,A,A,A
125.0,Refractive Disorders/Strabismus,Diagnosis,"A female patient, aged 7, was diagnosed with strabismus at 3 years old. At 5 years old, she underwent cycloplegic refraction and was prescribed hyperopic glasses for amblyopia treatment. After wearing the glasses, the degree of ocular deviation decreased but was not fully corrected.  
*Measurements*:  
Without correction: 33 cm: +50Δ, 5 m: +45Δ.  
With correction: 33 cm: +30Δ, 5 m: +25Δ.  

[Multiple-choice question]  
The diagnosis should be:  
A. Congenital esotropia  
B. Non-accommodative esotropia  
C. Partial accommodative esotropia  
D. Refractive accommodative esotropia  
E. Non-refractive accommodative esotropia ",C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
126.0,Refractive Disorders/Strabismus,Management,"A female patient, 7 years old, was diagnosed with strabismus at age 3. At age 5, she underwent cycloplegic refraction and was prescribed hyperopic glasses for amblyopia treatment. Post-glasses wear, the angle of deviation decreased but remained incompletely corrected. Measurements:  
**Without glasses**: 33 cm: +50 prism diopters (PD), 5 m: +45 PD.  
**With glasses**: 33 cm: +30 PD, 5 m: +25 PD.  

[Multiple-choice Question]  
**Appropriate treatment for this type of strabismus is:**  
A. Full hyperopic correction glasses alone  
B. Surgery for deviation correction without glasses  
C. Overcorrected glasses  
D. Undercorrected glasses  
E. Full hyperopic correction glasses followed by surgical correction of the non-accommodative component of the deviation ",E,E,E,E,E,E,E,E,E,E,AE,AE,AE,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
127.0,Anterior Segment Diseases,Diagnosis,"Male, 23 years old, presents with redness, pain, and decreased vision in the left eye for 1 day following corneal foreign body removal.  
**Ocular Examination**:  
- **Vos**: 0.1  
- **Left eye**: Mixed conjunctival congestion (++), corneal gray-white opacity and edema approximately 7 mm in diameter, with copious mucopurulent discharge on the surface. A large epithelial defect is observed in the temporal cornea. Hypopyon of 2 mm is present in the anterior chamber; further details are obscured.  

[Single-choice Question]  
**The patient is most likely suffering from ( )**  
A. *Streptococcus pneumoniae* corneal ulcer  
B. *Pseudomonas aeruginosa* corneal ulcer  
C. Fungal corneal ulcer  
D. Necrotizing stromal keratitis  
E. *Acanthamoeba* keratitis  ",B,B,B,A,A,A,A,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
128.0,Anterior Segment Diseases,Management,"Male, 23 years old, presents with redness, pain, and decreased vision in the left eye for 1 day following corneal foreign body removal. Ophthalmic examination findings: *Vos* 0.1, left eye conjunctival mixed congestion (++), gray-white corneal opacity and edema (approximately 7 mm in diameter) with copious mucoid secretions on the surface, a large temporal epithelial defect, and 2 mm hypopyon in the anterior chamber. Other details are unclear on examination.  

[Single-choice question] Which test should the patient undergo immediately?  
( )  
A. Corneal scraping Gram stain  
B. 10% potassium hydroxide (KOH) wet mount examination for hyphae  
C. Bacterial culture + drug sensitivity test  
D. Corneal biopsy  
E. Confocal microscopy  ",A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,AC,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,C,C,C,C,A,C,C,C
129.0,Anterior Segment Diseases,Management,"Male, 23 years old, presents with redness and pain, decreased vision in the left eye for 1 day after corneal foreign body removal. Ocular examination: *Vos 0.1*. Left eye exhibits conjunctival mixed congestion (++), gray-white turbid corneal edema approximately 7mm in diameter with abundant mucoid secretions on the surface, a large epithelial defect on the temporal side, and a 2mm hypopyon in the anterior chamber. Other details are obscured.  

[Single-choice Question]  
**The first-line antibiotic of choice is ( )**  
A. Ofloxacin  
B. Ceftriaxone  
C. Tobramycin  
D. Vancomycin  
E. Erythromycin  ",A,A,A,A,A,A,A,A,A,A,C,C,C,A,A,D,C,C,C,A,D,A,A,A,CD,C,A,C,D,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
130.0,Anterior Segment Diseases,Management,"Male, 23 years old, presents with redness, pain, and decreased vision in the left eye for 1 day following corneal foreign body removal. Ophthalmic examination: VA OS 0.1, conjunctival mixed congestion (++) in the left eye, grayish-white corneal turbidity and edema approximately 7 mm in diameter, copious mucoid secretions on the surface, large epithelial defect in the temporal quadrant, and 2 mm hypopyon. Other details are obscured.

[Single-choice question] Which treatment is **INCORRECT**?  
A. Frequent administration of antibiotic eye drops  
B. 1% atropine for mydriasis  
C. Local application of corticosteroids  
D. Therapeutic keratoplasty  
E. Oral administration of vitamin C and vitamin B  ",C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,CE,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Loading...,Loading...,Loading...,Loading...,Loading...,Loading...,Loading...,Loading...,Loading...,Loading...,Loading...,Loading...,Loading...,Loading...,Loading...,Loading...,Loading...,Loading...,Loading...,Loading...,Loading...,Loading...,Loading...,Loading...,Loading...,Loading...,Loading...,Loading...,Loading...,Loading...,Loading...,Loading...,Loading...,Loading...,Loading...,Loading...,Loading...,Loading...,Loading...,Loading...,Loading...,Loading...,Loading...,Loading...,Loading...,Loading...,Loading...,Loading...
,,,,,0.7538461538461538,0.7461538461538462,0.7461538461538462,,0.7462,0.7462,,,,,,,0.7230769230769231,0.7384615384615385,0.7307692307692307,,,,Loading...,Loading...,Loading...,0.6076923076923076,0.6153846153846154,0.6153846153846154,0.6384615384615384,0.6538461538461539,0.6384615384615384,0.6230769230769231,0.6615384615384615,0.6692307692307692,0.6923076923076923,0.7076923076923077,0.7230769230769231,0.7384615384615385,0.7615384615384615,0.7769230769230769,0.7230769230769231,0.7153846153846154,0.7307692307692307,0.7307692307692307,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Loading...,,,,130.0,130.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Loading...,,,,,,,,,,,,Loading...,,,,,,Loading...,,,Loading...,,,Loading...,,,Loading...,,,Loading...,,,Loading...,,,Loading...,,,Loading...,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Loading...,,,,,,,,,,,,Loading...,,,,,,Loading...,,,Loading...,,,Loading...,,,Loading...,,,Loading...,,,Loading...,,,Loading...,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Loading...,,,,,,,,,,,,Loading...,,,,,,Loading...,,,Loading...,,,Loading...,,,Loading...,,,Loading...,,,Loading...,,`,Loading...,,,,,,,,,,,
,,,,,Loading...,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Loading...,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Loading...,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
